interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,comfort_level,star_category,quality_score,price_per_night,room_capacity,accessibility_score
HI0002827,T000707,H0013,December,4,32445,4412.0,72.0,60.0,100.0,100.0,74.56,50.0,86.65,100.0,0.0,82.4,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegan,public_transport,47,50,94,89,66,77,70,30,59,77,58,41,standard,3,57.2,4412,3,62
HI0002828,T000707,H0026,December,4,32445,1802.0,44.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegan,public_transport,47,50,94,89,66,77,70,30,59,77,58,41,budget,2,40.2,1802,3,63
HI0002829,T000708,H0030,January,6,19119,1633.0,100.0,68.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,88.93,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,no_preference,fastest,47,78,61,56,62,21,16,75,87,84,65,76,budget,2,36.7,1633,3,27
HI0002830,T000708,H0039,January,6,19119,25055.0,16.0,73.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,56.93,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,no_preference,fastest,47,78,61,56,62,21,16,75,87,84,65,76,luxury,5,91.0,25055,2,100
HI0002831,T000708,H0034,January,6,19119,4196.0,72.0,64.0,100.0,0.0,52.96,75.0,74.8,100.0,76.86,53.86,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,no_preference,fastest,47,78,61,56,62,21,16,75,87,84,65,76,standard,3,56.9,4196,3,38
HI0002832,T000708,H0025,January,6,19119,27248.0,16.0,75.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,33.6,train,solo,1,0,0,1,easy_going,low,budget,no_restriction,no_preference,fastest,47,78,61,56,62,21,16,75,87,84,65,76,luxury,5,91.8,27248,2,71
HI0002833,T000709,H0001,November,3,30437,2049.0,100.0,73.0,100.0,98.82,48.4,25.0,74.8,100.0,1.71,88.56,validation,couple,2,0,0,2,balanced,high,budget,no_restriction,no_preference,balanced,1,35,83,91,6,3,15,76,20,23,88,87,budget,2,36.3,2049,3,13
HI0002834,T000709,H0005,November,3,30437,5001.0,72.0,76.0,100.0,27.98,61.6,62.5,79.45,100.0,100.0,65.85,validation,couple,2,0,0,2,balanced,high,budget,no_restriction,no_preference,balanced,1,35,83,91,6,3,15,76,20,23,88,87,standard,3,64.9,5001,2,47
HI0002835,T000709,H0025,November,3,30437,27248.0,16.0,85.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,50.83,validation,couple,2,0,0,2,balanced,high,budget,no_restriction,no_preference,balanced,1,35,83,91,6,3,15,76,20,23,88,87,luxury,5,91.8,27248,2,71
HI0002836,T000709,H0031,November,3,30437,6095.0,72.0,71.0,100.0,1.72,62.08,50.0,77.5,100.0,100.0,46.67,validation,couple,2,0,0,2,balanced,high,budget,no_restriction,no_preference,balanced,1,35,83,91,6,3,15,76,20,23,88,87,standard,3,58.2,6095,3,25
HI0002837,T000710,H0021,November,2,75723,1497.0,72.0,69.92,100.0,100.0,66.28,37.5,87.1,100.0,0.0,94.21,test,friends,8,0,0,8,easy_going,high,standard,no_restriction,no_preference,public_transport,71,7,33,78,74,64,69,65,64,34,2,44,budget,2,46.4,1497,3,55
HI0002838,T000710,H0023,November,2,75723,24419.0,44.0,67.16,100.0,0.0,73.0,62.5,83.95,100.0,100.0,56.71,test,friends,8,0,0,8,easy_going,high,standard,no_restriction,no_preference,public_transport,71,7,33,78,74,64,69,65,64,34,2,44,luxury,5,96.1,24419,2,61
HI0002839,T000710,H0035,November,2,75723,25212.0,44.0,90.16,100.0,0.0,53.08,87.5,74.35,100.0,100.0,55.05,test,friends,8,0,0,8,easy_going,high,standard,no_restriction,no_preference,public_transport,71,7,33,78,74,64,69,65,64,34,2,44,luxury,5,90.3,25212,2,72
HI0002840,T000710,H0031,November,2,75723,6095.0,100.0,56.12,100.0,100.0,62.08,50.0,77.5,100.0,0.0,95.68,test,friends,8,0,0,8,easy_going,high,standard,no_restriction,no_preference,public_transport,71,7,33,78,74,64,69,65,64,34,2,44,standard,3,58.2,6095,3,25
HI0002841,T000711,H0012,December,4,29418,5444.0,100.0,82.0,100.0,76.3,61.0,37.5,80.35,100.0,20.73,88.55,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,73,77,49,32,50,34,66,86,58,74,6,45,standard,3,61.7,5444,2,53
HI0002842,T000711,H0006,December,4,29418,2830.0,72.0,85.0,100.0,100.0,60.88,37.5,81.1,100.0,0.0,100.0,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,73,77,49,32,50,34,66,86,58,74,6,45,budget,2,53.9,2830,4,66
HI0002843,T000711,H0010,December,4,29418,2651.0,72.0,88.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,98.06,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,73,77,49,32,50,34,66,86,58,74,6,45,budget,2,58.1,2651,2,28
HI0002844,T000711,H0039,December,4,29418,25055.0,44.0,84.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,59.77,test,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,73,77,49,32,50,34,66,86,58,74,6,45,luxury,5,91.0,25055,2,100
HI0002845,T000712,H0003,December,3,32071,9176.0,72.0,86.0,100.0,5.22,64.24,75.0,83.95,100.0,82.93,58.68,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,private_transport,68,58,69,75,44,82,50,40,38,72,59,26,premium,4,80.4,9176,3,63
HI0002846,T000712,H0026,December,3,32071,1802.0,72.0,87.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,88.62,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,private_transport,68,58,69,75,44,82,50,40,38,72,59,26,budget,2,40.2,1802,3,63
HI0002847,T000712,H0036,December,3,32071,3166.0,100.0,83.0,100.0,100.0,47.92,37.5,69.55,100.0,0.0,94.93,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,private_transport,68,58,69,75,44,82,50,40,38,72,59,26,standard,3,68.6,3166,2,51
HI0002848,T000712,H0007,December,3,32071,27129.0,44.0,57.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,50.9,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,private_transport,68,58,69,75,44,82,50,40,38,72,59,26,luxury,5,89.5,27129,3,54
HI0002849,T000713,H0015,October,6,58294,24244.0,72.0,65.0,66.0,0.0,67.72,50.0,85.75,100.0,100.0,50.43,train,solo,1,0,0,1,easy_going,medium,premium,wheelchair_friendly_preference,no_preference,lowest_cost,75,82,93,52,35,52,53,35,59,63,79,41,luxury,5,88.6,24244,2,66
HI0002850,T000713,H0032,October,6,58294,3917.0,72.0,83.0,54.0,100.0,44.44,37.5,74.5,100.0,0.0,92.61,train,solo,1,0,0,1,easy_going,medium,premium,wheelchair_friendly_preference,no_preference,lowest_cost,75,82,93,52,35,52,53,35,59,63,79,41,standard,3,71.5,3917,3,54
HI0002851,T000713,H0038,October,6,58294,9325.0,100.0,83.0,82.0,92.24,57.88,62.5,81.7,100.0,6.79,100.0,train,solo,1,0,0,1,easy_going,medium,premium,wheelchair_friendly_preference,no_preference,lowest_cost,75,82,93,52,35,52,53,35,59,63,79,41,premium,4,86.7,9325,2,82
HI0002852,T000713,H0011,October,6,58294,6631.0,72.0,54.0,15.0,100.0,60.4,62.5,78.55,100.0,0.0,78.18,train,solo,1,0,0,1,easy_going,medium,premium,wheelchair_friendly_preference,no_preference,lowest_cost,75,82,93,52,35,52,53,35,59,63,79,41,standard,3,62.4,6631,2,15
HI0002853,T000714,H0012,November,4,145777,5444.0,100.0,40.3,100.0,100.0,61.0,37.5,80.35,100.0,0.0,100.0,train,family,5,4,0,9,easy_going,high,standard,no_restriction,no_preference,balanced,73,78,94,33,56,71,71,64,65,44,73,42,standard,3,61.7,5444,2,53
HI0002854,T000714,H0017,November,4,145777,2123.0,72.0,58.14,100.0,100.0,75.28,87.5,85.0,100.0,0.0,100.0,train,family,5,4,0,9,easy_going,high,standard,no_restriction,no_preference,balanced,73,78,94,33,56,71,71,64,65,44,73,42,budget,2,58.2,2123,2,34
HI0002855,T000714,H0003,November,4,145777,9176.0,72.0,40.66,100.0,70.94,64.24,75.0,83.95,100.0,42.38,91.94,train,family,5,4,0,9,easy_going,high,standard,no_restriction,no_preference,balanced,73,78,94,33,56,71,71,64,65,44,73,42,premium,4,80.4,9176,3,63
HI0002856,T000714,H0022,November,4,145777,7622.0,72.0,38.09,100.0,79.07,68.68,75.0,82.15,100.0,30.52,86.89,train,family,5,4,0,9,easy_going,high,standard,no_restriction,no_preference,balanced,73,78,94,33,56,71,71,64,65,44,73,42,premium,4,85.5,7622,2,71
HI0002857,T000715,H0008,January,2,20216,1314.0,72.0,80.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,87.1,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,private_transport,2,24,11,11,60,60,4,59,14,37,98,52,budget,2,35.5,1314,2,44
HI0002858,T000715,H0020,January,2,20216,3776.0,100.0,69.0,100.0,100.0,82.72,75.0,91.0,100.0,0.0,100.0,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,private_transport,2,24,11,11,60,60,4,59,14,37,98,52,standard,3,66.7,3776,3,59
HI0002859,T000715,H0024,January,2,20216,2813.0,72.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,private_transport,2,24,11,11,60,60,4,59,14,37,98,52,budget,2,45.5,2813,2,63
HI0002860,T000715,H0016,January,2,20216,9320.0,72.0,59.0,100.0,2.48,55.6,62.5,81.55,100.0,85.33,52.6,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,private_transport,2,24,11,11,60,60,4,59,14,37,98,52,premium,4,87.3,9320,2,55
HI0002861,T000716,H0040,June,1,18216,4665.0,72.0,49.0,100.0,100.0,54.88,50.0,73.9,100.0,0.0,76.95,test,seniors,1,0,2,3,balanced,medium,premium,no_restriction,vegetarian,private_transport,31,60,60,27,95,30,80,83,9,23,21,91,standard,3,59.5,4665,3,42
HI0002862,T000716,H0025,June,1,18216,27248.0,72.0,65.32,100.0,0.0,52.12,62.5,81.7,100.0,100.0,43.0,test,seniors,1,0,2,3,balanced,medium,premium,no_restriction,vegetarian,private_transport,31,60,60,27,95,30,80,83,9,23,21,91,luxury,5,91.8,27248,2,71
HI0002863,T000716,H0027,June,1,18216,11145.0,100.0,78.2,100.0,57.52,68.2,62.5,86.05,100.0,37.17,99.89,test,seniors,1,0,2,3,balanced,medium,premium,no_restriction,vegetarian,private_transport,31,60,60,27,95,30,80,83,9,23,21,91,premium,4,72.4,11145,2,76
HI0002864,T000716,H0016,June,1,18216,9320.0,100.0,68.08,100.0,75.68,55.6,62.5,81.55,100.0,21.28,100.0,test,seniors,1,0,2,3,balanced,medium,premium,no_restriction,vegetarian,private_transport,31,60,60,27,95,30,80,83,9,23,21,91,premium,4,87.3,9320,2,55
HI0002865,T000717,H0002,December,3,35832,27738.0,72.0,83.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,56.48,test,solo,1,0,0,1,easy_going,medium,premium,no_restriction,vegetarian,lowest_cost,100,97,85,60,59,23,57,83,66,51,2,61,luxury,5,93.1,27738,3,65
HI0002866,T000717,H0038,December,3,35832,9325.0,100.0,83.0,100.0,92.24,57.88,62.5,81.7,100.0,6.79,99.2,test,solo,1,0,0,1,easy_going,medium,premium,no_restriction,vegetarian,lowest_cost,100,97,85,60,59,23,57,83,66,51,2,61,premium,4,86.7,9325,2,82
HI0002867,T000717,H0037,December,3,35832,1947.0,44.0,75.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,86.59,test,solo,1,0,0,1,easy_going,medium,premium,no_restriction,vegetarian,lowest_cost,100,97,85,60,59,23,57,83,66,51,2,61,budget,2,39.1,1947,3,69
HI0002868,T000717,H0016,December,3,35832,9320.0,100.0,64.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,97.92,test,solo,1,0,0,1,easy_going,medium,premium,no_restriction,vegetarian,lowest_cost,100,97,85,60,59,23,57,83,66,51,2,61,premium,4,87.3,9320,2,55
HI0002869,T000718,H0006,December,4,60734,2830.0,100.0,57.78,100.0,100.0,60.88,37.5,81.1,100.0,0.0,100.0,train,family,5,2,0,7,balanced,medium,budget,no_restriction,vegetarian,public_transport,77,73,59,47,39,48,75,89,33,44,66,28,budget,2,53.9,2830,4,66
HI0002870,T000718,H0014,December,4,60734,11338.0,44.0,56.49,100.0,0.0,61.6,62.5,80.8,100.0,100.0,34.46,train,family,5,2,0,7,balanced,medium,budget,no_restriction,vegetarian,public_transport,77,73,59,47,39,48,75,89,33,44,66,28,premium,4,89.7,11338,2,74
HI0002871,T000718,H0008,December,4,60734,1314.0,100.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,94.61,train,family,5,2,0,7,balanced,medium,budget,no_restriction,vegetarian,public_transport,77,73,59,47,39,48,75,89,33,44,66,28,budget,2,35.5,1314,2,44
HI0002872,T000718,H0028,December,4,60734,4489.0,72.0,57.78,100.0,67.93,60.04,75.0,84.25,100.0,28.06,82.31,train,family,5,2,0,7,balanced,medium,budget,no_restriction,vegetarian,public_transport,77,73,59,47,39,48,75,89,33,44,66,28,standard,3,61.1,4489,3,100
HI0002873,T000719,H0002,January,3,55562,27738.0,16.0,55.2,100.0,0.0,68.92,62.5,81.55,100.0,100.0,28.46,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,vegetarian,balanced,64,43,85,76,55,95,40,16,41,83,69,22,luxury,5,93.1,27738,3,65
HI0002874,T000719,H0008,January,3,55562,1314.0,100.0,75.44,100.0,100.0,46.48,37.5,67.15,100.0,0.0,100.0,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,vegetarian,balanced,64,43,85,76,55,95,40,16,41,83,69,22,budget,2,35.5,1314,2,44
HI0002875,T000719,H0028,January,3,55562,4489.0,72.0,67.16,100.0,67.93,60.04,62.5,84.25,100.0,28.06,88.58,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,vegetarian,balanced,64,43,85,76,55,95,40,16,41,83,69,22,standard,3,61.1,4489,3,100
HI0002876,T000719,H0011,January,3,55562,6631.0,72.0,52.44,100.0,34.45,60.4,62.5,78.55,100.0,57.35,81.86,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,vegetarian,balanced,64,43,85,76,55,95,40,16,41,83,69,22,standard,3,62.4,6631,2,15
HI0002877,T000720,H0021,March,3,142870,1497.0,44.0,37.35,100.0,100.0,66.28,37.5,87.1,100.0,0.0,82.95,train,family,5,4,0,9,packed,high,premium,no_restriction,vegetarian,balanced,79,84,55,55,53,22,64,94,54,52,13,74,budget,2,46.4,1497,3,55
HI0002878,T000720,H0014,March,3,142870,11338.0,100.0,56.49,100.0,100.0,61.6,62.5,80.8,100.0,0.0,100.0,train,family,5,4,0,9,packed,high,premium,no_restriction,vegetarian,balanced,79,84,55,55,53,22,64,94,54,52,13,74,premium,4,89.7,11338,2,74
HI0002879,T000720,H0025,March,3,142870,27248.0,72.0,57.22,100.0,34.81,52.12,75.0,81.7,100.0,95.07,65.1,train,family,5,4,0,9,packed,high,premium,no_restriction,vegetarian,balanced,79,84,55,55,53,22,64,94,54,52,13,74,luxury,5,91.8,27248,2,71
HI0002880,T000720,H0017,March,3,142870,2123.0,44.0,58.14,100.0,100.0,75.28,87.5,85.0,100.0,0.0,100.0,train,family,5,4,0,9,packed,high,premium,no_restriction,vegetarian,balanced,79,84,55,55,53,22,64,94,54,52,13,74,budget,2,58.2,2123,2,34
HI0002881,T000721,H0037,December,4,37156,1947.0,100.0,32.57,100.0,100.0,59.8,50.0,83.5,100.0,0.0,90.28,train,family,5,1,0,6,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,86,68,79,61,62,71,66,56,65,54,58,66,budget,2,39.1,1947,3,69
HI0002882,T000721,H0032,December,4,37156,3917.0,72.0,65.69,100.0,42.64,44.44,37.5,74.5,100.0,33.46,68.85,train,family,5,1,0,6,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,86,68,79,61,62,71,66,56,65,54,58,66,standard,3,71.5,3917,3,54
HI0002883,T000721,H0038,December,4,37156,9325.0,44.0,54.65,100.0,0.0,57.88,62.5,81.7,100.0,100.0,40.53,train,family,5,1,0,6,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,86,68,79,61,62,71,66,56,65,54,58,66,premium,4,86.7,9325,2,82
HI0002884,T000721,H0024,December,4,37156,2813.0,100.0,61.46,100.0,63.13,67.36,62.5,87.4,100.0,21.51,87.73,train,family,5,1,0,6,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,86,68,79,61,62,71,66,56,65,54,58,66,budget,2,45.5,2813,2,63
HI0002885,T000722,H0002,March,3,86696,27738.0,72.0,55.2,100.0,27.59,68.92,62.5,81.55,100.0,63.36,64.05,train,friends,7,0,0,7,balanced,medium,premium,no_restriction,vegetarian,lowest_cost,94,96,63,64,54,20,65,87,65,64,31,66,luxury,5,93.1,27738,3,65
HI0002886,T000722,H0036,March,3,86696,3166.0,72.0,46.92,100.0,100.0,47.92,37.5,69.55,100.0,0.0,86.8,train,friends,7,0,0,7,balanced,medium,premium,no_restriction,vegetarian,lowest_cost,94,96,63,64,54,20,65,87,65,64,31,66,standard,3,68.6,3166,2,51
HI0002887,T000722,H0037,March,3,86696,1947.0,44.0,62.56,100.0,100.0,59.8,50.0,83.5,100.0,0.0,96.95,train,friends,7,0,0,7,balanced,medium,premium,no_restriction,vegetarian,lowest_cost,94,96,63,64,54,20,65,87,65,64,31,66,budget,2,39.1,1947,3,69
HI0002888,T000722,H0022,March,3,86696,7622.0,100.0,66.24,100.0,100.0,68.68,75.0,82.15,100.0,0.0,100.0,train,friends,7,0,0,7,balanced,medium,premium,no_restriction,vegetarian,lowest_cost,94,96,63,64,54,20,65,87,65,64,31,66,premium,4,85.5,7622,2,71
HI0002889,T000723,H0001,December,3,37434,2049.0,16.0,73.0,100.0,100.0,48.4,25.0,74.8,100.0,0.0,68.71,train,couple,2,0,0,2,easy_going,low,luxury,no_restriction,no_preference,public_transport,76,19,83,87,46,58,82,50,31,86,55,22,budget,2,36.3,2049,3,13
HI0002890,T000723,H0002,December,3,37434,27738.0,100.0,78.0,100.0,35.08,68.92,62.5,81.55,100.0,37.87,86.98,train,couple,2,0,0,2,easy_going,low,luxury,no_restriction,no_preference,public_transport,76,19,83,87,46,58,82,50,31,86,55,22,luxury,5,93.1,27738,3,65
HI0002891,T000723,H0034,December,3,37434,4196.0,44.0,81.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,98.62,train,couple,2,0,0,2,easy_going,low,luxury,no_restriction,no_preference,public_transport,76,19,83,87,46,58,82,50,31,86,55,22,standard,3,56.9,4196,3,38
HI0002892,T000723,H0024,December,3,37434,2813.0,16.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,82.32,train,couple,2,0,0,2,easy_going,low,luxury,no_restriction,no_preference,public_transport,76,19,83,87,46,58,82,50,31,86,55,22,budget,2,45.5,2813,2,63
HI0002893,T000724,H0007,November,2,36800,27129.0,72.0,54.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,65.45,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,no_preference,public_transport,32,31,43,23,6,7,18,31,14,36,92,26,luxury,5,89.5,27129,3,54
HI0002894,T000724,H0033,November,2,36800,10987.0,100.0,64.0,100.0,85.96,67.72,62.5,80.35,100.0,20.48,91.4,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,no_preference,public_transport,32,31,43,23,6,7,18,31,14,36,92,26,premium,4,83.0,10987,2,65
HI0002895,T000724,H0008,November,2,36800,1314.0,44.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,88.21,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,no_preference,public_transport,32,31,43,23,6,7,18,31,14,36,92,26,budget,2,35.5,1314,2,44
HI0002896,T000724,H0029,November,2,36800,3084.0,72.0,71.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,92.41,validation,solo,1,0,0,1,easy_going,high,premium,no_restriction,no_preference,public_transport,32,31,43,23,6,7,18,31,14,36,92,26,standard,3,74.8,3084,2,83
HI0002897,T000725,H0026,November,3,78032,1802.0,100.0,73.97,100.0,100.0,56.08,37.5,80.35,100.0,0.0,93.63,validation,family,4,2,0,6,packed,high,budget,no_restriction,vegan,lowest_cost,58,52,81,18,81,1,58,39,33,43,22,18,budget,2,40.2,1802,3,63
HI0002898,T000725,H0029,November,3,78032,3084.0,72.0,60.9,100.0,83.87,52.84,75.0,77.35,100.0,23.52,88.71,validation,family,4,2,0,6,packed,high,budget,no_restriction,vegan,lowest_cost,58,52,81,18,81,1,58,39,33,43,22,18,standard,3,74.8,3084,2,83
HI0002899,T000725,H0020,November,3,78032,3776.0,72.0,43.79,100.0,78.57,82.72,75.0,91.0,100.0,31.25,80.1,validation,family,4,2,0,6,packed,high,budget,no_restriction,vegan,lowest_cost,58,52,81,18,81,1,58,39,33,43,22,18,standard,3,66.7,3776,3,59
HI0002900,T000725,H0031,November,3,78032,6095.0,72.0,76.91,100.0,45.95,62.08,62.5,77.5,100.0,78.82,70.18,validation,family,4,2,0,6,packed,high,budget,no_restriction,vegan,lowest_cost,58,52,81,18,81,1,58,39,33,43,22,18,standard,3,58.2,6095,3,25
HI0002901,T000726,H0007,October,9,165170,27129.0,72.0,73.6,100.0,12.57,62.92,87.5,84.4,100.0,76.5,70.94,train,seniors,1,0,4,5,balanced,medium,premium,no_restriction,no_preference,balanced,86,61,84,36,52,18,15,63,65,47,47,56,luxury,5,89.5,27129,3,54
HI0002902,T000726,H0014,October,9,165170,11338.0,100.0,77.28,100.0,98.62,61.6,50.0,80.8,100.0,1.21,100.0,train,seniors,1,0,4,5,balanced,medium,premium,no_restriction,no_preference,balanced,86,61,84,36,52,18,15,63,65,47,47,56,premium,4,89.7,11338,2,74
HI0002903,T000726,H0024,October,9,165170,2813.0,44.0,60.72,100.0,100.0,67.36,50.0,87.4,100.0,0.0,86.28,train,seniors,1,0,4,5,balanced,medium,premium,no_restriction,no_preference,balanced,86,61,84,36,52,18,15,63,65,47,47,56,budget,2,45.5,2813,2,63
HI0002904,T000726,H0019,October,9,165170,3860.0,72.0,66.24,100.0,100.0,63.16,50.0,77.2,100.0,0.0,95.96,train,seniors,1,0,4,5,balanced,medium,premium,no_restriction,no_preference,balanced,86,61,84,36,52,18,15,63,65,47,47,56,standard,3,63.5,3860,3,56
HI0002905,T000727,H0030,February,2,49060,1633.0,16.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,87.72,train,couple,2,0,0,2,balanced,medium,luxury,no_restriction,no_preference,balanced,46,89,60,67,53,23,17,74,82,82,51,77,budget,2,36.7,1633,3,27
HI0002906,T000727,H0002,February,2,49060,27738.0,100.0,78.0,100.0,56.72,68.92,62.5,81.55,100.0,37.87,87.88,train,couple,2,0,0,2,balanced,medium,luxury,no_restriction,no_preference,balanced,46,89,60,67,53,23,17,74,82,82,51,77,luxury,5,93.1,27738,3,65
HI0002907,T000727,H0009,February,2,49060,4070.0,44.0,56.0,100.0,100.0,61.24,75.0,83.8,100.0,0.0,81.14,train,couple,2,0,0,2,balanced,medium,luxury,no_restriction,no_preference,balanced,46,89,60,67,53,23,17,74,82,82,51,77,standard,3,55.9,4070,3,44
HI0002908,T000727,H0013,February,2,49060,4412.0,44.0,69.0,100.0,100.0,74.56,50.0,86.65,100.0,0.0,95.05,train,couple,2,0,0,2,balanced,medium,luxury,no_restriction,no_preference,balanced,46,89,60,67,53,23,17,74,82,82,51,77,standard,3,57.2,4412,3,62
HI0002909,T000728,H0040,November,8,36071,4665.0,100.0,62.0,100.0,91.14,54.88,50.0,73.9,100.0,7.75,97.25,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,private_transport,52,43,88,85,58,79,32,14,47,83,64,24,standard,3,59.5,4665,3,42
HI0002910,T000728,H0005,November,8,36071,5001.0,100.0,66.0,100.0,84.74,61.6,62.5,79.45,100.0,13.35,98.02,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,private_transport,52,43,88,85,58,79,32,14,47,83,64,24,standard,3,64.9,5001,2,47
HI0002911,T000728,H0006,November,8,36071,2830.0,72.0,44.0,100.0,100.0,60.88,37.5,81.1,100.0,0.0,90.13,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,private_transport,52,43,88,85,58,79,32,14,47,83,64,24,budget,2,53.9,2830,4,66
HI0002912,T000728,H0025,November,8,36071,27248.0,44.0,75.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,35.97,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,no_preference,private_transport,52,43,88,85,58,79,32,14,47,83,64,24,luxury,5,91.8,27248,2,71
HI0002913,T000729,H0023,November,3,131820,24419.0,100.0,66.79,100.0,100.0,73.0,75.0,83.95,100.0,0.0,90.15,train,family,4,3,0,7,packed,medium,luxury,no_restriction,vegetarian,fastest,86,89,62,63,48,43,42,84,40,55,12,58,luxury,5,96.1,24419,2,61
HI0002914,T000729,H0002,November,3,131820,27738.0,100.0,40.11,100.0,100.0,68.92,62.5,81.55,100.0,0.0,100.0,train,family,4,3,0,7,packed,medium,luxury,no_restriction,vegetarian,fastest,86,89,62,63,48,43,42,84,40,55,12,58,luxury,5,93.1,27738,3,65
