interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split
PI0002178,T000273,POI0007,February,afternoon,Z03,5.3,3.18,58.0,65.57,51.0,44.0,78.45,67.0,59.6,0.0,2.12,86.03,train
PI0002179,T000273,POI0013,February,morning,Z03,10.9,0.43,122.5,80.85,79.0,70.0,88.05,56.0,69.4,6.72,4.36,70.05,train
PI0002180,T000273,POI0027,February,morning,Z03,15.9,8.18,274.9,74.85,95.0,94.0,83.55,85.0,61.5,7.64,6.36,71.61,train
PI0002181,T000273,POI0001,February,evening,Z03,8.3,4.68,239.3,84.27,59.0,64.0,89.85,77.0,60.4,8.5,3.32,80.83,train
PI0002182,T000273,POI0047,February,evening,Z03,102.7,54.77,1011.7,75.93,54.0,38.0,83.1,66.0,70.7,2.7,41.08,70.97,train
PI0002183,T000273,POI0050,February,afternoon,Z03,145.6,86.76,1534.7,55.68,43.0,79.0,84.9,26.0,82.4,1.49,58.24,63.19,train
PI0002184,T000273,POI0027,February,evening,Z03,15.9,8.18,274.9,74.85,95.0,81.0,83.55,85.0,61.5,7.64,6.36,69.4,train
PI0002185,T000274,POI0041,February,evening,Z05,35.5,18.74,336.5,78.91,39.0,86.0,84.3,100.0,60.8,0.26,14.2,77.89,test
PI0002186,T000274,POI0025,February,afternoon,Z05,13.9,0.44,110.0,72.5,66.0,58.0,84.0,100.0,75.9,1.26,5.56,81.01,test
PI0002187,T000274,POI0056,February,afternoon,Z05,61.1,39.15,1966.8,58.93,70.0,65.0,70.95,100.0,50.2,15.32,24.44,64.15,test
PI0002188,T000274,POI0029,February,evening,Z05,13.9,0.44,193.0,78.63,65.0,56.0,88.5,100.0,58.1,2.28,5.56,87.1,test
PI0002189,T000274,POI0007,February,morning,Z05,9.6,5.48,105.3,80.21,79.0,92.0,78.45,100.0,59.6,0.0,3.84,97.21,test
PI0002190,T000274,POI0036,February,evening,Z05,19.8,10.31,192.0,74.03,79.0,73.0,87.45,100.0,45.7,0.0,7.92,85.58,test
PI0002191,T000274,POI0049,February,evening,Z05,139.6,74.19,1445.5,70.73,45.0,38.0,88.2,100.0,79.2,0.11,55.84,71.32,test
PI0002192,T000274,POI0014,February,evening,Z05,15.9,8.61,3556.8,80.38,70.0,50.0,81.45,100.0,88.2,41.6,6.36,79.73,test
PI0002193,T000275,POI0057,November,afternoon,Z08,14.2,9.2,261.1,87.2,62.0,75.0,87.25,100.0,60.6,1.56,5.68,90.34,train
PI0002194,T000275,POI0052,November,evening,Z08,71.3,37.85,666.4,77.54,100.0,93.0,80.25,100.0,88.6,0.0,28.52,97.57,train
PI0002195,T000275,POI0005,November,morning,Z08,79.2,48.0,3339.8,82.84,85.0,70.0,87.75,100.0,68.9,47.31,31.68,66.15,train
PI0002196,T000275,POI0021,November,morning,Z08,94.2,59.11,1421.5,84.71,64.0,88.0,72.5,100.0,79.2,5.64,37.68,74.51,train
PI0002197,T000275,POI0038,November,afternoon,Z08,55.8,29.79,627.3,82.21,67.0,62.0,86.0,100.0,59.1,1.73,22.32,71.81,train
PI0002198,T000275,POI0019,November,morning,Z08,94.2,59.11,1125.5,55.95,69.0,42.0,80.5,100.0,65.5,0.0,37.68,51.73,train
PI0002199,T000275,POI0036,November,evening,Z08,61.1,33.99,626.7,60.96,75.0,73.0,88.25,100.0,45.7,0.0,24.44,61.99,train
PI0002200,T000275,POI0024,November,evening,Z08,94.2,59.11,1125.5,77.47,68.0,97.0,73.25,100.0,63.4,0.0,37.68,85.68,train
PI0002201,T000276,POI0002,November,evening,Z10,65.4,41.68,808.5,76.14,69.8,58.0,94.0,100.0,67.0,0.18,26.16,65.0,validation
PI0002202,T000276,POI0014,November,morning,Z10,77.1,44.02,5874.7,83.62,65.2,60.0,78.25,100.0,88.2,42.25,30.84,65.34,validation
PI0002203,T000276,POI0035,November,afternoon,Z10,64.3,33.2,582.7,71.65,72.2,70.0,88.0,100.0,50.8,0.0,25.72,70.44,validation
PI0002204,T000276,POI0054,November,afternoon,Z10,70.7,39.95,731.3,72.22,76.2,66.0,100.0,100.0,79.8,0.3,28.28,82.01,validation
PI0002205,T000276,POI0033,November,evening,Z10,64.3,33.2,1481.7,83.08,58.6,44.0,87.5,100.0,54.6,7.53,25.72,67.39,validation
PI0002206,T000276,POI0027,November,evening,Z10,63.6,39.05,875.5,72.64,57.8,81.0,100.0,100.0,61.5,1.14,25.44,69.7,validation
PI0002207,T000276,POI0020,November,morning,Z10,92.0,51.21,926.9,79.14,50.8,79.0,100.0,100.0,61.3,0.55,36.8,69.48,validation
PI0002208,T000276,POI0009,November,morning,Z10,73.8,41.29,6647.7,69.44,98.2,67.0,72.25,100.0,61.1,49.79,29.52,65.1,validation
PI0002209,T000277,POI0006,February,evening,Z09,155.0,84.0,1661.9,86.18,85.0,80.0,81.3,100.0,64.0,0.0,62.0,74.31,validation
PI0002210,T000277,POI0059,February,afternoon,Z09,69.0,39.06,769.0,47.16,72.0,66.0,90.0,100.0,79.4,0.38,27.6,76.95,validation
PI0002211,T000277,POI0019,February,evening,Z09,164.4,89.55,1509.3,70.23,69.0,85.0,82.8,100.0,65.5,0.0,65.76,62.12,validation
PI0002212,T000277,POI0002,February,afternoon,Z09,155.0,84.0,1675.9,44.89,67.0,55.0,89.1,100.0,67.0,0.22,62.0,55.54,validation
PI0002213,T000277,POI0054,February,evening,Z09,10.9,0.35,29.5,43.33,81.0,56.0,83.4,100.0,79.8,0.38,4.36,72.24,validation
PI0002214,T000277,POI0018,February,afternoon,Z09,147.6,81.7,1975.0,76.02,91.0,15.0,77.1,100.0,86.2,6.82,59.04,68.96,validation
PI0002215,T000277,POI0003,February,evening,Z09,155.0,84.0,1747.9,74.19,70.0,93.0,88.2,100.0,70.0,1.36,62.0,78.88,validation
PI0002216,T000277,POI0023,February,afternoon,Z09,164.4,89.55,4143.3,67.7,83.0,63.0,73.35,100.0,73.0,41.6,65.76,52.59,validation
PI0002217,T000278,POI0041,December,afternoon,Z02,41.6,24.46,453.6,71.25,30.0,46.0,84.3,100.0,60.8,0.87,16.64,74.1,train
PI0002218,T000278,POI0037,December,evening,Z02,41.6,24.46,396.6,79.39,57.0,75.0,84.45,100.0,63.0,0.0,16.64,83.62,train
PI0002219,T000278,POI0041,December,evening,Z02,41.6,24.46,453.6,71.25,30.0,86.0,84.3,100.0,60.8,0.87,16.64,73.7,train
PI0002220,T000278,POI0016,December,afternoon,Z02,5.2,2.87,51.2,71.89,59.0,66.0,87.75,100.0,69.1,0.0,2.08,72.6,train
PI0002221,T000278,POI0022,December,morning,Z02,11.8,6.04,4847.1,64.21,68.0,5.0,84.0,100.0,55.1,72.41,4.72,49.58,train
PI0002222,T000278,POI0019,December,evening,Z02,11.8,6.04,107.1,75.93,59.0,85.0,82.8,100.0,65.5,0.0,4.72,81.14,train
PI0002223,T000278,POI0029,December,morning,Z02,10.1,5.54,635.4,72.02,46.0,80.0,88.5,100.0,58.1,8.11,4.04,74.52,train
PI0002224,T000278,POI0001,December,morning,Z02,3.2,1.95,306.8,74.95,59.0,70.0,89.85,100.0,60.4,4.16,1.28,83.11,train
PI0002225,T000279,POI0028,January,evening,Z04,21.0,11.17,218.7,78.01,87.0,66.0,71.5,100.0,63.8,0.0,8.4,74.42,train
PI0002226,T000279,POI0041,January,morning,Z04,50.2,26.96,478.0,73.87,65.0,88.0,69.6,100.0,60.8,0.12,20.08,80.58,train
PI0002227,T000279,POI0044,January,morning,Z04,103.8,57.03,1548.3,66.18,48.0,72.0,72.2,100.0,54.5,2.82,41.52,66.51,train
PI0002228,T000279,POI0023,January,morning,Z04,5.4,0.53,2636.7,64.93,100.0,63.0,77.05,100.0,73.0,15.58,2.16,79.61,train
PI0002229,T000279,POI0013,January,evening,Z04,6.3,3.23,135.9,62.97,85.0,44.0,72.15,100.0,69.4,0.44,2.52,54.89,train
PI0002230,T000279,POI0050,January,evening,Z04,182.1,97.33,1776.2,60.94,62.0,41.0,73.2,100.0,82.4,0.1,72.84,73.79,train
PI0002231,T000279,POI0016,January,afternoon,Z04,6.3,3.23,61.9,69.28,60.0,66.0,72.25,100.0,69.1,0.0,2.52,72.56,train
PI0002232,T000279,POI0020,January,evening,Z04,5.4,0.53,45.7,70.76,69.0,84.0,69.9,100.0,61.3,0.25,2.16,62.12,train
PI0002233,T000280,POI0059,December,evening,Z05,61.1,39.15,809.8,76.14,68.8,59.0,90.0,100.0,79.4,0.24,24.44,66.53,train
PI0002234,T000280,POI0032,December,morning,Z05,19.8,10.31,370.0,79.16,71.84,76.0,82.8,100.0,74.7,0.46,7.92,75.57,train
PI0002235,T000280,POI0048,December,morning,Z05,81.3,42.34,694.6,80.06,76.84,50.0,88.8,100.0,46.3,0.0,32.52,82.16,train
PI0002236,T000280,POI0042,December,afternoon,Z05,35.5,18.74,1401.5,75.87,79.4,71.0,88.5,100.0,66.8,2.81,14.2,69.71,train
PI0002237,T000280,POI0008,December,morning,Z05,9.6,5.48,105.3,74.59,65.68,53.0,87.9,100.0,71.5,0.0,3.84,74.69,train
PI0002238,T000280,POI0045,December,morning,Z05,81.3,42.34,1450.6,80.44,62.56,68.0,88.05,100.0,72.7,1.96,32.52,70.04,train
PI0002239,T000280,POI0041,December,afternoon,Z05,35.5,18.74,400.5,73.58,57.6,46.0,84.3,100.0,60.8,0.22,14.2,79.27,train
PI0002240,T000280,POI0009,December,morning,Z05,9.6,5.48,14493.3,73.04,77.72,67.0,77.85,100.0,61.1,37.22,3.84,79.66,train
PI0002241,T000281,POI0026,September,afternoon,Z10,63.6,39.05,1348.5,70.98,40.2,72.0,83.7,100.0,51.4,7.19,25.44,61.13,test
PI0002242,T000281,POI0005,September,evening,Z10,65.4,41.68,6634.5,81.38,56.8,21.64,87.15,100.0,68.9,69.08,26.16,69.31,test
PI0002243,T000281,POI0046,September,afternoon,Z10,16.5,9.89,371.0,79.1,40.6,59.0,89.55,100.0,59.8,2.36,6.6,72.31,test
PI0002244,T000281,POI0056,September,morning,Z10,14.9,0.98,2863.5,73.43,73.2,47.7,70.95,100.0,50.2,33.73,5.96,60.34,test
PI0002245,T000281,POI0058,September,evening,Z10,14.9,0.98,47.5,75.31,84.6,54.0,89.85,100.0,68.6,0.47,5.96,73.81,test
PI0002246,T000281,POI0022,September,afternoon,Z10,92.0,51.21,5152.9,73.34,25.8,15.0,84.0,100.0,55.1,50.7,36.8,48.41,test
PI0002247,T000281,POI0003,September,morning,Z10,65.4,41.68,954.5,71.79,75.4,83.0,88.2,100.0,70.0,1.98,26.16,73.11,test
PI0002248,T000281,POI0026,September,afternoon,Z10,63.6,39.05,1348.5,70.98,40.2,72.0,83.7,100.0,51.4,7.19,25.44,57.18,test
PI0002249,T000282,POI0037,December,evening,Z06,20.2,10.78,190.8,65.79,69.0,75.0,83.25,100.0,63.0,0.0,8.08,68.6,test
PI0002250,T000282,POI0018,December,afternoon,Z06,32.9,17.46,742.6,72.28,47.0,15.0,71.0,100.0,86.2,2.59,13.16,72.9,test
PI0002251,T000282,POI0038,December,afternoon,Z06,20.2,10.78,281.8,85.12,86.0,62.0,86.0,100.0,59.1,0.55,8.08,73.2,test
PI0002252,T000282,POI0024,December,evening,Z06,35.7,20.48,357.1,79.82,77.0,97.0,73.25,100.0,63.4,0.0,14.28,83.87,test
PI0002253,T000282,POI0024,December,evening,Z06,35.7,20.48,357.1,79.82,77.0,97.0,73.25,100.0,63.4,0.0,14.28,79.71,test
PI0002254,T000282,POI0006,December,afternoon,Z06,19.2,11.42,212.6,83.95,57.0,69.0,78.0,100.0,64.0,0.0,7.68,71.77,test
PI0002255,T000282,POI0059,December,evening,Z06,58.6,33.29,651.1,68.7,64.0,59.0,92.5,100.0,79.4,0.14,23.44,81.92,test
PI0002256,T000282,POI0022,December,afternoon,Z06,35.7,20.48,2229.1,66.89,48.0,15.0,82.5,100.0,55.1,11.23,14.28,64.16,test
PI0002257,T000283,POI0054,November,afternoon,Z05,139.6,74.19,1496.5,72.75,76.2,66.0,69.3,100.0,79.8,0.45,55.84,56.29,test
PI0002258,T000283,POI0023,November,morning,Z05,20.9,12.05,6708.7,78.17,53.4,63.0,77.05,100.0,73.0,48.3,8.36,61.25,test
PI0002259,T000283,POI0054,November,evening,Z05,139.6,74.19,1496.5,72.75,76.2,56.0,69.3,100.0,79.8,0.45,55.84,74.6,test
PI0002260,T000283,POI0022,November,afternoon,Z05,20.9,12.05,5709.7,50.74,25.8,15.0,73.5,100.0,55.1,40.87,8.36,58.32,test
PI0002261,T000283,POI0016,November,morning,Z05,15.9,8.61,167.8,44.74,79.0,85.0,72.25,100.0,69.1,0.0,6.36,81.01,test
PI0002262,T000283,POI0032,November,evening,Z05,19.8,10.31,315.0,80.99,66.4,39.0,69.1,100.0,74.7,0.91,7.92,84.22,test
PI0002263,T000283,POI0018,November,morning,Z05,15.9,8.61,1247.8,58.75,0.0,5.0,75.8,100.0,86.2,8.02,6.36,53.71,test
PI0002264,T000283,POI0022,November,evening,Z05,20.9,12.05,5709.7,50.74,25.8,95.0,73.5,100.0,55.1,40.87,8.36,55.39,test
PI0002265,T000284,POI0050,June,morning,Z04,182.1,97.33,1790.2,68.63,67.4,57.65,73.2,100.0,82.4,0.12,72.84,73.93,train
PI0002266,T000284,POI0014,June,evening,Z04,6.3,3.23,6760.9,81.36,65.2,50.0,74.35,100.0,88.2,27.01,2.52,80.49,train
PI0002267,T000284,POI0013,June,morning,Z04,6.3,3.23,227.9,74.0,66.6,70.0,72.15,100.0,69.4,0.67,2.52,81.47,train
PI0002268,T000284,POI0035,June,afternoon,Z04,34.8,20.09,365.4,81.6,72.2,70.0,72.4,100.0,50.8,0.0,13.92,85.82,train
PI0002269,T000284,POI0052,June,evening,Z04,182.1,97.33,1759.2,67.88,64.0,75.21,73.95,100.0,88.6,0.0,72.84,80.44,train
PI0002270,T000284,POI0027,June,morning,Z04,21.0,11.17,404.7,71.46,57.8,94.0,69.35,100.0,61.5,0.75,8.4,76.86,train
PI0002271,T000284,POI0059,June,afternoon,Z04,100.3,53.22,955.9,76.39,66.0,66.0,71.5,100.0,79.4,0.2,40.12,65.96,train
PI0002272,T000284,POI0045,June,afternoon,Z04,103.8,57.03,1482.3,80.37,61.6,74.0,72.15,100.0,72.7,1.66,41.52,74.54,train
PI0002273,T000285,POI0038,February,evening,Z10,58.1,32.18,785.8,73.88,66.28,48.0,86.1,100.0,59.1,1.91,23.24,79.38,train
PI0002274,T000285,POI0006,February,evening,Z10,65.4,41.68,786.5,88.11,68.04,80.0,81.3,100.0,64.0,0.0,26.16,76.83,train
PI0002275,T000285,POI0012,February,evening,Z10,73.8,41.29,703.7,70.54,63.12,68.0,83.1,100.0,66.6,0.0,29.52,76.75,train
PI0002276,T000285,POI0013,February,afternoon,Z10,77.1,44.02,1039.7,52.68,71.56,70.0,88.05,100.0,69.4,1.67,30.84,65.35,train
PI0002277,T000285,POI0048,February,afternoon,Z10,16.5,9.89,171.0,59.35,76.84,79.0,88.8,100.0,46.3,0.0,6.6,81.31,train
PI0002278,T000285,POI0032,February,afternoon,Z10,64.3,33.2,706.7,45.41,71.84,70.0,82.8,100.0,74.7,0.99,25.72,66.93,train
PI0002279,T000285,POI0040,February,afternoon,Z10,58.1,32.18,547.8,71.45,55.68,73.0,82.5,100.0,45.0,0.0,23.24,78.39,train
PI0002280,T000285,POI0028,February,evening,Z10,63.6,39.05,739.5,70.84,62.56,66.0,90.0,100.0,63.8,0.0,25.44,67.16,train
PI0002281,T000286,POI0039,December,morning,Z01,37.7,21.59,1695.1,84.03,67.0,5.0,76.8,100.0,88.0,41.67,15.08,50.62,train
PI0002282,T000286,POI0054,December,evening,Z01,151.8,84.05,1535.5,52.84,81.0,56.0,83.4,100.0,79.8,0.77,60.72,70.85,train
PI0002283,T000286,POI0039,December,afternoon,Z01,37.7,21.59,1695.1,84.03,67.0,15.0,76.8,100.0,88.0,41.67,15.08,64.37,train
PI0002284,T000286,POI0060,December,evening,Z01,69.7,44.97,884.6,76.18,62.0,80.0,80.25,100.0,85.3,0.0,27.88,81.0,train
PI0002285,T000286,POI0021,December,afternoon,Z01,13.8,7.84,446.1,65.38,64.0,73.0,78.0,100.0,79.2,9.48,5.52,68.2,train
PI0002286,T000286,POI0036,December,evening,Z01,19.4,10.8,179.3,84.43,75.0,73.0,87.45,100.0,45.7,0.0,7.76,91.51,train
PI0002287,T000286,POI0048,December,morning,Z01,71.1,43.86,810.9,82.72,80.0,50.0,88.8,100.0,46.3,0.0,28.44,87.19,train
PI0002288,T000286,POI0023,December,evening,Z01,13.8,7.84,2784.1,59.88,83.0,51.0,73.35,100.0,73.0,84.37,5.52,55.49,train
PI0002289,T000287,POI0059,December,morning,Z07,55.4,29.95,547.7,62.1,43.0,85.0,90.0,100.0,79.4,0.27,22.16,62.59,validation
PI0002290,T000287,POI0056,December,afternoon,Z07,55.4,29.95,1771.7,76.46,79.0,65.0,70.95,100.0,50.2,14.05,22.16,73.03,validation
PI0002291,T000287,POI0011,December,morning,Z07,43.4,22.22,536.6,62.55,60.0,72.0,85.95,100.0,59.9,1.97,17.36,73.91,validation
PI0002292,T000287,POI0003,December,morning,Z07,33.0,21.24,481.8,77.51,59.0,83.0,88.2,100.0,70.0,0.97,13.2,76.86,validation
PI0002293,T000287,POI0025,December,morning,Z07,36.9,20.67,477.8,86.82,61.0,82.0,84.0,100.0,75.9,1.16,14.76,86.38,validation
PI0002294,T000287,POI0020,December,evening,Z07,53.2,28.1,549.9,76.9,69.0,84.0,85.2,100.0,61.3,0.48,21.28,78.62,validation
PI0002295,T000287,POI0016,December,evening,Z07,47.7,26.98,526.9,79.35,60.0,88.0,87.75,100.0,69.1,0.0,19.08,77.46,validation
PI0002296,T000287,POI0043,December,evening,Z07,51.8,29.96,543.8,81.9,55.0,61.0,90.0,100.0,62.9,0.48,20.72,82.67,validation
PI0002297,T000288,POI0029,March,morning,Z08,71.6,42.09,909.4,74.75,77.0,80.0,88.5,100.0,58.1,4.71,28.64,84.09,train
PI0002298,T000288,POI0057,March,afternoon,Z08,14.2,9.2,261.1,58.33,62.0,75.0,86.85,100.0,60.6,2.08,5.68,58.07,train
PI0002299,T000288,POI0008,March,evening,Z08,95.8,52.69,957.2,45.91,76.0,90.0,87.9,100.0,71.5,0.0,38.32,63.72,train
PI0002300,T000288,POI0045,March,evening,Z08,10.2,0.86,204.1,58.71,69.0,45.0,88.05,100.0,72.7,5.04,4.08,64.78,train
PI0002301,T000288,POI0009,March,morning,Z08,95.8,52.69,4827.2,44.57,79.0,67.0,77.85,100.0,61.1,98.04,38.32,31.21,train
PI0002302,T000288,POI0053,March,afternoon,Z08,71.3,37.85,833.4,62.56,78.0,79.0,87.45,100.0,54.4,4.23,28.52,85.0,train
PI0002303,T000288,POI0015,March,morning,Z08,92.1,54.2,1407.0,55.24,91.0,84.0,86.4,100.0,55.8,9.85,36.84,76.04,train
PI0002304,T000288,POI0046,March,afternoon,Z08,10.2,0.86,99.1,71.23,59.0,59.0,89.55,100.0,59.8,2.38,4.08,74.06,train
PI0002305,T000289,POI0054,October,morning,Z04,182.1,97.33,1809.2,73.95,66.0,70.0,83.4,100.0,79.8,0.15,72.84,76.11,validation
PI0002306,T000289,POI0036,October,afternoon,Z04,34.8,20.09,365.4,85.82,58.0,77.0,87.45,100.0,45.7,0.0,13.92,84.27,validation
PI0002307,T000289,POI0011,October,evening,Z04,11.5,6.52,505.9,65.58,60.0,41.0,85.95,100.0,59.9,1.22,4.6,66.3,validation
PI0002308,T000289,POI0009,October,morning,Z04,11.5,6.52,8420.9,61.66,47.0,67.0,77.85,100.0,61.1,25.38,4.6,64.55,validation
PI0002309,T000289,POI0001,October,evening,Z04,12.3,7.82,339.8,76.49,59.0,64.0,89.85,100.0,60.4,0.64,4.92,67.14,validation
PI0002310,T000289,POI0053,October,afternoon,Z04,182.1,97.33,2104.2,58.07,73.0,79.0,87.45,100.0,54.4,1.05,72.84,58.68,validation
PI0002311,T000289,POI0060,October,afternoon,Z04,100.3,53.22,905.9,74.39,60.0,50.0,80.25,100.0,85.3,0.0,40.12,74.11,validation
PI0002312,T000289,POI0029,October,evening,Z04,21.0,11.17,634.7,64.82,46.0,56.0,88.5,100.0,58.1,1.27,8.4,77.57,validation
PI0002313,T000290,POI0012,September,morning,Z10,73.8,41.29,703.7,73.43,60.0,63.0,81.0,100.0,66.6,0.0,29.52,72.57,train
PI0002314,T000290,POI0037,September,afternoon,Z10,58.1,32.18,547.8,59.82,57.0,67.0,83.25,100.0,63.0,0.0,23.24,75.29,train
PI0002315,T000290,POI0044,September,evening,Z10,16.5,9.89,648.0,67.6,48.0,25.01,89.0,100.0,54.5,1.84,6.6,60.11,train
PI0002316,T000290,POI0033,September,morning,Z10,64.3,33.2,1123.7,76.25,91.0,54.04,87.5,100.0,54.6,2.09,25.72,76.08,train
PI0002317,T000290,POI0046,September,afternoon,Z10,16.5,9.89,265.0,70.5,64.0,59.0,93.25,100.0,59.8,0.36,6.6,86.64,train
PI0002318,T000290,POI0004,September,evening,Z10,65.4,41.68,1215.5,55.13,68.0,84.0,95.25,100.0,78.8,1.65,26.16,71.05,train
PI0002319,T000290,POI0003,September,evening,Z10,65.4,41.68,872.5,77.3,59.0,93.0,95.5,100.0,70.0,0.33,26.16,64.2,train
PI0002320,T000290,POI0044,September,afternoon,Z10,16.5,9.89,648.0,67.6,48.0,26.82,89.0,100.0,54.5,1.84,6.6,55.8,train
PI0002321,T000291,POI0019,October,evening,Z02,11.8,6.04,107.1,84.35,78.2,85.0,82.8,100.0,65.5,0.0,4.72,84.36,train
PI0002322,T000291,POI0031,October,morning,Z02,25.2,12.88,259.3,74.24,45.0,70.0,88.5,100.0,58.3,0.79,10.08,69.66,train
PI0002323,T000291,POI0034,October,evening,Z02,25.2,12.88,4074.3,88.02,18.0,95.0,84.6,100.0,59.7,68.94,10.08,46.62,train
PI0002324,T000291,POI0048,October,morning,Z02,93.9,50.96,944.4,81.94,87.4,50.0,88.8,100.0,46.3,0.0,37.56,87.4,train
PI0002325,T000291,POI0050,October,evening,Z02,142.0,89.69,1597.5,72.93,67.4,41.0,84.9,100.0,82.4,0.55,56.8,63.22,train
PI0002326,T000291,POI0018,October,evening,Z02,5.2,2.87,915.2,82.16,0.0,95.0,77.1,100.0,86.2,15.43,2.08,70.18,train
PI0002327,T000291,POI0011,October,morning,Z02,14.5,0.33,336.2,75.92,48.0,72.0,85.95,100.0,59.9,5.88,5.8,68.6,train
PI0002328,T000291,POI0049,October,morning,Z02,142.0,89.69,1583.5,76.0,48.6,80.0,88.2,100.0,79.2,0.3,56.8,57.24,train
PI0002329,T000292,POI0003,October,afternoon,Z05,6.4,3.57,148.3,73.13,70.0,55.0,88.2,100.0,70.0,1.81,2.56,88.74,train
PI0002330,T000292,POI0007,October,morning,Z05,9.6,5.48,105.3,85.47,70.0,92.0,78.45,100.0,59.6,0.0,3.84,95.16,train
PI0002331,T000292,POI0010,October,morning,Z05,9.6,5.48,1174.3,55.21,89.0,62.0,88.5,100.0,86.1,22.48,3.84,72.33,train
PI0002332,T000292,POI0058,October,afternoon,Z05,61.1,39.15,738.8,42.63,46.0,78.0,89.85,100.0,68.6,0.42,24.44,63.4,train
PI0002333,T000292,POI0023,October,afternoon,Z05,20.9,12.05,2841.7,74.52,83.0,63.0,73.35,100.0,73.0,55.38,8.36,78.94,train
PI0002334,T000292,POI0051,October,morning,Z05,139.6,74.19,3260.5,75.43,83.0,78.0,79.2,100.0,74.2,38.35,55.84,64.97,train
PI0002335,T000292,POI0052,October,morning,Z05,139.6,74.19,1436.5,73.34,100.0,87.0,82.65,100.0,88.6,0.0,55.84,75.14,train
PI0002336,T000292,POI0017,October,evening,Z05,15.9,8.61,183.8,41.2,82.0,37.0,86.4,100.0,60.8,0.34,6.36,75.9,train
PI0002337,T000293,POI0026,January,afternoon,Z08,71.6,42.09,988.4,61.51,74.0,72.0,69.4,100.0,51.4,2.81,28.64,71.24,validation
PI0002338,T000293,POI0018,January,evening,Z08,92.1,54.2,1450.0,89.27,47.0,95.0,75.8,100.0,86.2,4.59,36.84,71.29,validation
PI0002339,T000293,POI0053,January,morning,Z08,71.3,37.85,833.4,51.53,71.0,88.0,72.35,100.0,54.4,1.77,28.52,83.02,validation
PI0002340,T000293,POI0019,January,morning,Z08,94.2,59.11,1125.5,76.75,55.0,42.0,73.9,100.0,65.5,0.0,37.68,64.7,validation
PI0002341,T000293,POI0011,January,evening,Z08,95.8,52.69,1132.2,58.64,69.0,41.0,70.15,100.0,59.9,1.86,38.32,79.79,validation
PI0002342,T000293,POI0012,January,morning,Z08,95.8,52.69,957.2,81.42,79.0,63.0,73.8,100.0,66.6,0.0,38.32,67.69,validation
PI0002343,T000293,POI0007,January,evening,Z08,95.8,52.69,957.2,75.2,79.0,92.0,75.35,100.0,59.6,0.0,38.32,82.08,validation
PI0002344,T000293,POI0002,January,afternoon,Z08,79.2,48.0,869.8,60.87,62.0,55.0,71.2,100.0,67.0,0.15,31.68,64.05,validation
PI0002345,T000294,POI0044,December,evening,Z06,57.7,36.79,1130.1,68.09,48.0,44.0,89.0,100.0,54.5,2.59,23.08,66.02,train
PI0002346,T000294,POI0026,December,morning,Z06,17.9,9.21,446.1,51.29,49.0,69.0,100.0,100.0,51.4,1.44,7.16,73.69,train
PI0002347,T000294,POI0025,December,evening,Z06,17.9,9.21,284.1,86.63,61.0,43.0,82.5,100.0,75.9,0.56,7.16,86.64,train
PI0002348,T000294,POI0003,December,afternoon,Z06,19.2,11.42,298.6,82.06,59.0,55.0,95.5,100.0,70.0,0.47,7.68,92.26,train
PI0002349,T000294,POI0010,December,afternoon,Z06,27.3,14.29,1322.7,59.92,68.0,60.0,90.0,100.0,86.1,5.82,10.92,84.75,train
PI0002350,T000294,POI0058,December,evening,Z06,58.6,33.29,647.1,52.04,87.0,54.0,92.75,100.0,68.6,0.11,23.44,67.37,train
PI0002351,T000294,POI0026,December,morning,Z06,17.9,9.21,446.1,51.29,49.0,69.0,100.0,100.0,51.4,1.44,7.16,64.81,train
PI0002352,T000294,POI0005,December,morning,Z06,19.2,11.42,2696.6,80.09,100.0,70.0,87.75,100.0,68.9,13.51,7.68,82.29,train
PI0002353,T000295,POI0047,February,evening,Z06,57.7,36.79,681.1,76.41,76.0,38.0,100.0,100.0,70.7,1.29,23.08,78.69,train
PI0002354,T000295,POI0033,February,evening,Z06,10.2,0.97,546.1,68.03,61.0,44.0,87.5,100.0,54.6,24.83,4.08,63.99,train
PI0002355,T000295,POI0053,February,afternoon,Z06,130.8,72.24,1461.1,70.29,71.0,79.0,88.25,100.0,54.4,7.67,52.32,59.23,train
PI0002356,T000295,POI0053,February,evening,Z06,130.8,72.24,1461.1,70.29,71.0,39.0,88.25,100.0,54.4,7.67,52.32,63.19,train
PI0002357,T000295,POI0037,February,morning,Z06,20.2,10.78,190.8,70.78,69.0,64.0,83.25,100.0,63.0,0.0,8.08,68.21,train
PI0002358,T000295,POI0059,February,morning,Z06,58.6,33.29,651.1,81.97,64.0,85.0,92.5,100.0,79.4,1.1,23.44,89.54,train
PI0002359,T000295,POI0047,February,evening,Z06,57.7,36.79,681.1,76.41,76.0,38.0,100.0,100.0,70.7,1.29,23.08,76.35,train
PI0002360,T000295,POI0059,February,evening,Z06,58.6,33.29,651.1,81.97,64.0,59.0,92.5,100.0,79.4,1.1,23.44,75.06,train
PI0002361,T000296,POI0046,January,morning,Z02,93.9,50.96,1038.4,83.42,73.0,82.0,71.35,100.0,59.8,0.88,37.56,74.04,train
