interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0001760,T000220,POI0003,January,afternoon,Z06,19.2,11.42,298.6,75.28,70.0,55.0,70.9,100.0,70.0,2.09,7.68,73.31,train,couple,2,0,0,2,packed,medium,budget,no_restriction,no_preference,lowest_cost,82,69,77,52,52,57,74,66,45,65,64,47,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0001761,T000221,POI0033,November,afternoon,Z03,28.4,15.27,794.0,73.42,91.0,62.0,87.5,100.0,54.6,6.24,11.36,77.74,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0001762,T000221,POI0029,November,evening,Z03,15.9,8.18,327.9,72.46,62.0,56.0,95.0,100.0,58.1,2.14,6.36,69.92,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0001763,T000221,POI0052,November,afternoon,Z03,145.6,86.76,1508.7,69.13,66.0,41.0,80.25,100.0,88.6,0.0,58.24,68.83,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0001764,T000221,POI0027,November,afternoon,Z03,15.9,8.18,227.9,61.06,52.0,65.0,100.0,100.0,61.5,0.99,6.36,73.19,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0001765,T000221,POI0044,November,afternoon,Z03,102.7,54.77,1441.7,67.03,48.0,56.0,89.0,100.0,54.5,5.5,41.08,62.23,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0001766,T000221,POI0057,November,evening,Z03,74.5,44.74,946.3,78.53,64.0,39.0,87.25,100.0,60.6,0.95,29.8,85.82,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0001767,T000221,POI0012,November,afternoon,Z03,5.3,3.18,58.0,78.63,60.0,73.0,81.0,100.0,66.6,0.0,2.12,84.31,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,shopping,136,70,66.6,88,40,25,29,16,20,11,92,5,29,17,34
PI0001768,T000221,POI0041,November,morning,Z03,41.1,26.42,472.1,72.39,65.0,88.0,100.0,100.0,60.8,0.24,16.44,81.05,train,friends,6,0,0,6,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,74,30,63,42,58,61,86,72,19,77,77,32,viewpoint,52,82,60.8,11,17,83,16,41,18,17,0,9,82,11,36
PI0001769,T000222,POI0005,January,afternoon,Z09,155.0,84.0,9191.9,72.83,56.8,73.0,87.15,100.0,68.9,21.07,62.0,72.81,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0001770,T000222,POI0027,January,morning,Z09,128.7,79.6,1635.6,76.19,57.8,94.0,83.55,100.0,61.5,0.66,51.48,89.58,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0001771,T000222,POI0056,January,afternoon,Z09,69.0,39.06,4405.0,66.91,73.2,65.0,70.95,100.0,50.2,10.24,27.6,62.41,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0001772,T000222,POI0030,January,morning,Z09,128.7,79.6,2565.6,64.09,58.0,88.0,80.7,100.0,75.2,3.26,51.48,62.99,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,wildlife,152,28,75.2,23,15,86,23,6,14,37,6,0,0,85,20
PI0001773,T000222,POI0027,January,afternoon,Z09,128.7,79.6,1635.6,76.19,57.8,65.0,83.55,100.0,61.5,0.66,51.48,80.21,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0001774,T000222,POI0055,January,morning,Z09,69.0,39.06,1060.0,76.99,68.0,83.0,85.5,100.0,55.1,0.88,27.6,78.38,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0001775,T000222,POI0039,January,evening,Z09,141.9,74.97,4607.6,69.87,2.4,95.0,76.8,100.0,88.0,8.9,56.76,60.49,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0001776,T000222,POI0024,January,evening,Z09,164.4,89.55,1509.3,69.5,57.6,97.0,78.45,100.0,63.4,0.0,65.76,70.78,train,family,2,3,0,5,balanced,high,premium,no_restriction,non_vegetarian,balanced,85,71,75,63,73,42,55,59,67,52,38,64,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0001777,T000223,POI0016,April,evening,Z02,5.2,2.87,51.2,84.93,47.0,88.0,72.25,100.0,69.1,0.0,2.08,73.84,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0001778,T000223,POI0025,April,morning,Z02,10.1,5.54,207.4,85.59,66.0,82.0,73.5,100.0,75.9,2.23,4.04,84.03,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0001779,T000223,POI0051,April,morning,Z02,142.0,89.69,3390.5,81.31,79.0,78.0,75.1,100.0,74.2,39.45,56.8,70.76,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,wellness,162,53,74.2,27,19,89,14,100,1,35,36,9,46,31,31
PI0001780,T000223,POI0017,April,afternoon,Z02,5.2,2.87,67.2,51.08,72.0,61.0,70.3,100.0,60.8,0.35,2.08,63.63,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0001781,T000223,POI0056,April,afternoon,Z02,80.8,42.78,2045.3,72.65,70.0,65.0,77.85,100.0,50.2,26.99,32.32,76.44,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0001782,T000223,POI0006,April,afternoon,Z02,3.2,1.95,34.8,84.97,57.0,69.0,74.4,100.0,64.0,0.0,1.28,88.22,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0001783,T000223,POI0005,April,morning,Z02,3.2,1.95,2518.8,80.95,74.0,70.0,72.45,100.0,68.9,53.72,1.28,60.86,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0001784,T000223,POI0035,April,afternoon,Z02,25.2,12.88,215.3,63.04,86.0,70.0,72.4,100.0,50.8,0.0,10.08,65.5,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,balanced,50,30,80,74,57,59,68,61,25,84,54,10,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0001785,T000224,POI0042,July,morning,Z08,55.8,29.79,833.3,61.19,63.0,82.0,95.0,100.0,66.8,2.51,22.32,62.47,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0001786,T000224,POI0037,July,afternoon,Z08,55.8,29.79,536.3,66.15,57.0,67.0,83.25,100.0,63.0,0.0,22.32,81.77,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,market,127,84,63.0,76,85,16,15,27,24,23,88,27,0,15,0
PI0001787,T000224,POI0002,July,evening,Z08,79.2,48.0,869.8,67.59,61.0,58.0,94.0,100.0,67.0,0.12,31.68,65.5,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0001788,T000224,POI0013,July,afternoon,Z08,92.1,54.2,1092.0,62.08,85.0,70.0,89.25,100.0,69.4,0.63,36.84,89.07,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0001789,T000224,POI0023,July,evening,Z08,94.2,59.11,3759.5,66.16,100.0,28.99,64.75,100.0,73.0,22.29,37.68,70.45,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,adventure,201,38,73.0,37,14,85,23,12,88,13,15,36,7,0,39
PI0001790,T000224,POI0029,July,morning,Z08,71.6,42.09,909.4,64.69,62.0,80.0,95.0,100.0,58.1,1.57,28.64,65.95,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0001791,T000224,POI0035,July,afternoon,Z08,61.1,33.99,626.7,66.95,45.0,70.0,88.0,100.0,50.8,0.0,24.44,56.49,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0001792,T000224,POI0056,July,evening,Z08,14.2,9.2,1427.1,69.0,79.0,32.23,60.75,100.0,50.2,10.56,5.68,80.44,train,friends,8,0,0,8,easy_going,medium,budget,no_restriction,non_vegetarian,balanced,18,95,96,96,3,38,75,75,8,60,14,49,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0001793,T000225,POI0039,December,morning,Z08,55.8,29.79,1837.3,64.18,67.0,5.0,75.9,100.0,88.0,13.61,22.32,66.44,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0001794,T000225,POI0055,December,afternoon,Z08,14.2,9.2,311.1,75.63,91.0,84.0,73.0,100.0,55.1,1.38,5.68,84.27,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0001795,T000225,POI0005,December,afternoon,Z08,79.2,48.0,3339.8,80.78,85.0,73.0,72.45,100.0,68.9,25.99,31.68,74.54,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0001796,T000225,POI0010,December,morning,Z08,95.8,52.69,2026.2,77.51,89.0,62.0,72.0,100.0,86.1,11.19,38.32,68.06,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,food,100,78,86.1,81,83,3,17,16,22,13,25,32,21,24,20
PI0001797,T000225,POI0047,December,evening,Z08,10.2,0.86,33.1,63.1,81.0,38.0,69.2,100.0,70.7,0.29,4.08,67.65,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,religious_site,44,66,70.7,15,67,23,30,1,12,6,8,85,0,27,91
PI0001798,T000225,POI0002,December,morning,Z08,79.2,48.0,869.8,68.06,67.0,84.0,71.2,100.0,67.0,0.15,31.68,84.56,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0001799,T000225,POI0050,December,afternoon,Z08,71.3,37.85,683.4,79.08,71.0,79.0,73.2,100.0,82.4,0.18,28.52,86.85,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0001800,T000225,POI0046,December,evening,Z08,10.2,0.86,99.1,84.46,59.0,60.0,71.35,100.0,59.8,0.98,4.08,76.47,train,couple,2,0,0,2,packed,high,budget,no_restriction,non_vegetarian,public_transport,81,63,85,70,61,64,52,34,65,77,70,33,fort,87,100,59.8,18,78,27,27,27,38,37,15,87,80,20,12
PI0001801,T000226,POI0011,November,evening,Z02,14.5,0.33,182.2,48.48,69.0,41.0,70.15,100.0,59.9,3.22,5.8,60.1,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0001802,T000226,POI0053,November,afternoon,Z02,142.0,89.69,1733.5,46.95,71.0,79.0,72.35,100.0,54.4,3.07,56.8,57.2,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0001803,T000226,POI0054,November,morning,Z02,142.0,89.69,1590.5,50.17,71.0,70.0,69.3,100.0,79.8,0.44,56.8,50.47,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0001804,T000226,POI0034,November,morning,Z02,25.2,12.88,2072.3,85.23,15.0,5.0,73.3,100.0,59.7,34.15,10.08,55.16,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,nightlife,126,78,59.7,85,25,33,39,23,27,75,84,31,30,22,30
PI0001805,T000226,POI0057,November,morning,Z02,80.8,42.78,879.3,85.55,93.0,82.0,72.55,100.0,60.6,1.51,32.32,100.0,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0001806,T000226,POI0003,November,morning,Z02,3.2,1.95,120.8,77.63,60.0,83.0,70.9,100.0,70.0,1.58,1.28,75.71,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0001807,T000226,POI0060,November,evening,Z02,80.8,42.78,797.3,84.16,47.0,80.0,74.75,100.0,85.3,0.0,32.32,75.51,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0001808,T000226,POI0011,November,afternoon,Z02,14.5,0.33,182.2,48.48,69.0,73.0,70.15,100.0,59.9,3.22,5.8,79.94,validation,solo,1,0,0,1,packed,high,budget,no_restriction,vegetarian,lowest_cost,57,22,85,83,53,60,69,55,24,80,49,26,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0001809,T000227,POI0049,September,evening,Z06,130.8,72.24,1303.1,60.71,74.0,38.0,88.2,100.0,79.2,0.27,52.32,71.89,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0001810,T000227,POI0043,September,evening,Z06,57.7,36.79,696.1,79.71,67.0,39.83,90.0,100.0,62.9,1.28,23.08,72.6,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0001811,T000227,POI0051,September,morning,Z06,130.8,72.24,3118.1,76.25,83.0,78.0,79.2,100.0,74.2,54.14,52.32,62.99,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,wellness,162,53,74.2,27,19,89,14,100,1,35,36,9,46,31,31
PI0001812,T000227,POI0055,September,morning,Z06,58.6,33.29,759.1,71.44,91.0,83.0,85.5,100.0,55.1,3.92,23.44,84.67,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0001813,T000227,POI0052,September,evening,Z06,130.8,72.24,1294.1,80.57,100.0,60.55,82.65,100.0,88.6,0.0,52.32,78.54,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0001814,T000227,POI0003,September,evening,Z06,19.2,11.42,298.6,76.86,70.0,93.0,88.2,100.0,70.0,2.55,7.68,76.44,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0001815,T000227,POI0016,September,morning,Z06,32.9,17.46,310.6,80.89,87.0,66.89,87.75,100.0,69.1,0.0,13.16,82.87,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0001816,T000227,POI0050,September,evening,Z06,130.8,72.24,1311.1,77.77,71.0,25.85,84.9,100.0,82.4,0.5,52.32,74.59,train,couple,2,0,0,2,balanced,low,premium,no_restriction,no_preference,private_transport,46,45,68,94,73,86,46,43,52,79,74,28,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0001817,T000228,POI0039,November,afternoon,Z03,41.1,26.42,1752.1,59.4,67.0,15.0,76.8,100.0,88.0,17.58,16.44,64.25,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0001818,T000228,POI0027,November,afternoon,Z03,15.9,8.18,227.9,66.95,88.0,65.0,83.55,100.0,61.5,1.16,6.36,84.12,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0001819,T000228,POI0017,November,morning,Z03,10.9,0.43,21.5,63.16,82.0,64.0,86.4,100.0,60.8,0.22,4.36,77.11,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0001820,T000228,POI0020,November,evening,Z03,5.4,3.33,104.6,74.28,74.0,84.0,85.2,100.0,61.3,0.58,2.16,80.15,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0001821,T000228,POI0049,November,evening,Z03,145.6,86.76,1517.7,64.35,74.0,38.0,88.2,100.0,79.2,0.12,58.24,61.46,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0001822,T000228,POI0018,November,morning,Z03,10.9,0.43,437.5,69.26,91.0,5.0,77.1,100.0,86.2,5.84,4.36,67.2,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0001823,T000228,POI0048,November,afternoon,Z03,102.7,54.77,964.7,60.84,80.0,79.0,88.8,100.0,46.3,0.0,41.08,58.17,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0001824,T000228,POI0034,November,morning,Z03,28.4,15.27,2110.0,76.41,54.0,5.0,84.6,100.0,59.7,25.1,11.36,59.72,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,62,59,75,88,19,85,87,0,54,81,51,33,nightlife,126,78,59.7,85,25,33,39,23,27,75,84,31,30,22,30
PI0001825,T000229,POI0028,February,afternoon,Z04,21.0,11.17,218.7,87.55,87.0,72.0,92.5,100.0,63.8,0.0,8.4,90.11,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,shopping,90,70,63.8,90,28,27,24,0,21,13,74,40,40,36,23
PI0001826,T000229,POI0011,February,afternoon,Z04,11.5,6.52,281.9,71.19,60.0,73.0,99.25,100.0,59.9,3.18,4.6,81.03,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0001827,T000229,POI0011,February,evening,Z04,11.5,6.52,281.9,71.19,60.0,41.0,99.25,100.0,59.9,3.18,4.6,76.83,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0001828,T000229,POI0054,February,morning,Z04,182.1,97.33,1783.2,77.19,77.0,70.0,100.0,100.0,79.8,0.44,72.84,83.61,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0001829,T000229,POI0035,February,morning,Z04,34.8,20.09,365.4,80.77,45.0,59.0,88.0,100.0,50.8,0.0,13.92,68.39,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0001830,T000229,POI0036,February,afternoon,Z04,34.8,20.09,365.4,85.95,79.0,77.0,88.25,100.0,45.7,0.0,13.92,84.79,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0001831,T000229,POI0018,February,morning,Z04,6.3,3.23,493.9,80.78,87.0,5.0,71.0,100.0,86.2,7.85,2.52,80.47,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0001832,T000229,POI0027,February,afternoon,Z04,21.0,11.17,304.7,75.06,52.0,65.0,100.0,100.0,61.5,1.56,8.4,73.16,train,friends,3,0,0,3,easy_going,low,premium,no_restriction,vegetarian,lowest_cost,92,82,79,34,62,64,35,70,66,70,64,64,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0001833,T000230,POI0025,February,evening,Z06,17.9,9.21,392.1,75.79,28.2,43.0,82.5,100.0,75.9,2.2,7.16,61.81,test,family,3,2,0,5,easy_going,medium,budget,no_restriction,no_preference,balanced,54,100,86,49,80,52,58,51,76,55,58,71,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0001834,T000230,POI0045,February,morning,Z06,57.7,36.79,1064.1,83.11,61.6,68.0,89.25,100.0,72.7,4.28,23.08,83.74,test,family,3,2,0,5,easy_going,medium,budget,no_restriction,no_preference,balanced,54,100,86,49,80,52,58,51,76,55,58,71,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0001835,T000230,POI0055,February,morning,Z06,58.6,33.29,881.1,82.05,68.0,83.0,85.0,100.0,55.1,2.65,23.44,81.71,test,family,3,2,0,5,easy_going,medium,budget,no_restriction,no_preference,balanced,54,100,86,49,80,52,58,51,76,55,58,71,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0001836,T000230,POI0017,February,evening,Z06,32.9,17.46,338.6,83.99,71.0,37.0,98.5,100.0,60.8,0.29,13.16,78.7,test,family,3,2,0,5,easy_going,medium,budget,no_restriction,no_preference,balanced,54,100,86,49,80,52,58,51,76,55,58,71,religious_site,66,89,60.8,43,100,20,21,32,9,23,19,87,9,0,68
PI0001837,T000230,POI0059,February,morning,Z06,58.6,33.29,677.1,81.49,66.0,85.0,92.5,100.0,79.4,0.52,23.44,72.84,test,family,3,2,0,5,easy_going,medium,budget,no_restriction,no_preference,balanced,54,100,86,49,80,52,58,51,76,55,58,71,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
